product_id,pubchem_cid,iupac_name,functional_description,sync_failed,sync_failed_reason,last_sync_attempt,last_sync_success
177,20837867,"(4bS,8aS)-2-isopropyl-4b,8,8-trimethyl-1,4,5,6,7,8a,9,10-octahydrophenanthrene","Miltiradiene is an abietadiene in which the two doule bonds are located at positions 8 and 12. It is a key intermediate in the biosynthesis of many important natural diterpene compounds such as triptolide, tanshinones, carnosic acid and carnosol. It has a role as a plant metabolite. It is a carbotricyclic compound and an abietadiene.",0,,2026-03-23 23:16:25.751735,2026-03-23 23:16:33.256969
178,10857465,"(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran","Ambroxan is a diterpenoid derived from sclareol that is responsible for the odour of ambergris (a solid, waxy, flammable substance produced in the digestive system of sperm whales). It is a diterpenoid and an organic heterotricyclic compound.",0,,2026-03-23 23:16:34.266048,2026-04-20 23:14:48
183,,,,1,未找到匹配的PubChem化合物,2026-03-25 22:52:33.895345,
185,5281516,"(3E,6E)-3,7,11-trimethyldodeca-1,3,6,10-tetraene","Alpha-farnesene is a farnesene that is 1,3,6,10-tetraene substituted by methyl groups at positions 3, 7 and 11 respectively.",0,,2026-03-23 23:16:46.899178,2026-04-20 23:14:50
186,15837102,"2,6,6-trimethylbicyclo[3.1.1]hept-1-ene",,0,,2026-03-23 23:16:57.318912,2026-03-23 23:17:07.042025
192,124886,(2S)-2-amino-5-[[(2R)-1-(carboxymethylamino)-1-oxo-3-sulfanylpropan-2-yl]amino]-5-oxopentanoic acid,"Glutathione is a tripeptide compound consisting of glutamic acid attached via its side chain to the N-terminus of cysteinylglycine. It has a role as a geroprotector, an antioxidant, a cofactor, a mouse metabolite, an Escherichia coli metabolite, a human metabolite and a skin lightening agent. It is a thiol, a tripeptide and a L-cysteine derivative. It is a conjugate acid of a glutathionate(1-).",0,,2026-03-23 23:17:08.051365,2026-04-20 23:14:54
196,903,N-[2-(5-hydroxy-1H-indol-3-yl)ethyl]acetamide,"N-acetylserotonin is an N-acylserotonin resulting from the formal condensation of the primary amino group of serotonin with the carboxy group of acetic acid. It has a role as a tropomyosin-related kinase B receptor agonist, an antioxidant, a mouse metabolite and a human metabolite. It is a N-acylserotonin, a member of acetamides and a member of phenols.",0,,2026-03-23 23:17:21.958942,2026-03-23 23:17:42.747689
206,7489,terephthalic acid,"Terephthalic acid is a benzenedicarboxylic acid carrying carboxy groups at positions 1 and 4. One of three possible isomers of benzenedicarboxylic acid, the others being phthalic and isophthalic acids. It is a conjugate acid of a terephthalate(1-).",0,,2026-03-23 23:17:43.756151,2026-04-20 23:14:57
215,969516,"(1E,6E)-1,7-bis(4-hydroxy-3-methoxyphenyl)hepta-1,6-diene-3,5-dione","Curcumin is a beta-diketone that is methane in which two of the hydrogens are substituted by feruloyl groups. A natural dyestuff found in the root of Curcuma longa. It has a role as a geroprotector, a metabolite, a biological pigment, an antineoplastic agent, a flavouring agent, an antifungal agent, a lipoxygenase inhibitor, a dye, an iron chelator, an EC 1.1.1.21 (aldehyde reductase) inhibitor, a radical scavenger, a contraceptive drug, an EC 1.6.5.2 [NAD(P)H dehydrogenase (quinone)] inhibitor, a nutraceutical, an immunomodulator, a ligand, an EC 1.1.1.205 (IMP dehydrogenase) inhibitor, an EC 3.5.1.98 (histone deacetylase) inhibitor, a hepatoprotective agent, a neuroprotective agent, an EC 1.8.1.9 (thioredoxin reductase) inhibitor, an anti-inflammatory agent, an EC 2.7.10.2 (non-specific protein-tyrosine kinase) inhibitor, a food colouring and an EC 1.1.1.25 (shikimate dehydrogenase) inhibitor. It is a polyphenol, an aromatic ether, an enone, a beta-diketone and a diarylheptanoid. It is functionally related to a trans-ferulic acid.",0,,2026-03-23 23:18:09.173619,2026-04-20 23:14:58
216,6054,2-phenylethanol,"2-phenylethanol is a primary alcohol that is ethanol substituted by a phenyl group at position 2. It has a role as a plant growth retardant, a fragrance, a Saccharomyces cerevisiae metabolite, a plant metabolite and an Aspergillus metabolite. It is a primary alcohol and a member of benzenes.",0,,2026-03-23 23:18:24.049352,2026-04-20 23:14:59
218,,,,1,"HTTPSConnectionPool(host='pubchem.ncbi.nlm.nih.gov', port=443): Max retries exceeded with url: /rest/pug/compound/name/biomass/cids/JSON (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_",2026-03-25 22:52:43.579921,
221,177,acetaldehyde,Acetaldehyde can cause cancer according to an independent committee of scientific and health experts.,0,,2026-03-23 23:18:51.177288,2026-04-20 23:15:01
223,107735,2-oxopropanoate,"Pyruvate is a 2-oxo monocarboxylic acid anion that is the conjugate base of pyruvic acid, arising from deprotonation of the carboxy group. It has a role as a cofactor and a fundamental metabolite. It is functionally related to a propionate. It is a conjugate base of a pyruvic acid.",0,,2026-03-23 23:19:05.992506,2026-04-20 23:15:08
230,1110,butanedioic acid,"Succinic acid is an alpha,-dicarboxylic acid resulting from the formal oxidation of each of the terminal methyl groups of butane to the corresponding carboxy group. It is an intermediate metabolite in the citric acid cycle. It has a role as a micronutrient, an anti-ulcer drug, a nutraceutical, a radiation protective agent and a fundamental metabolite. It is an alpha,omega-dicarboxylic acid and a C4-dicarboxylic acid. It is a conjugate acid of a succinate(1-).",0,,2026-03-23 23:19:26.961352,2026-04-20 23:15:09
232,6919,furan-2-carboxylic acid,"2-furoic acid is a furoic acid having the carboxylic acid group located at position 2. It has a role as an inhibitor, a Saccharomyces cerevisiae metabolite, a plant metabolite, a human xenobiotic metabolite and a bacterial xenobiotic metabolite. It is a conjugate acid of a 2-furoate.",0,,2026-03-23 23:19:51.594165,2026-04-20 23:15:10
236,11276107,"(1R,4S,5R,6R,7S,10R)-4,10-dimethyl-7-propan-2-yltricyclo[4.4.0.01,5]decan-4-ol","(-)-cubebol is a tertiary alcohol resulting from the formal addition of water to the double bond of alpha-cubebene. It is a sesquiterpenoid, a tertiary alcohol and a carbotricyclic compound.",0,,2026-03-23 23:20:15.406818,2026-04-20 23:15:11
237,10955174,"(1R,3R,6S,7S,8S)-2,2,6,8-tetramethyltricyclo[5.3.1.03,8]undecan-3-ol","Patchouli alcohol is a carbotricyclic compound and sesquiterpenoid tertiary alcohol that is tricyclo[5.3.1.03,8]undecan-3-ol which is substituted at positions 2, 2, 6 and 8 by methyl groups (the 1R,3R,6S,7S,8S-diastereoisomer). It is a sesquiterpenoid, a tertiary alcohol and a carbotricyclic compound.",0,,2026-03-23 23:20:24.769837,2026-04-20 23:15:12
241,8048,ethyl decanoate,Ethyl decanoate is a fatty acid ethyl ester of decanoic acid. It has a role as a metabolite. It is a fatty acid ethyl ester and a decanoate ester.,0,,2026-03-23 23:20:36.059855,2026-04-20 23:15:14
242,5363269,ethyl (Z)-octadec-9-enoate,Ethyl oleate is a long-chain fatty acid ethyl ester resulting from the formal condensation of the carboxy group of oleic acid with the hydroxy group of ethanol. It has a role as an acaricide and a plant metabolite. It is functionally related to an oleic acid.,0,,2026-03-23 23:20:59.730546,2026-04-20 23:15:16
243,5363230,hexyl (Z)-octadec-9-enoate,,0,,2026-03-23 23:21:11.041893,2026-03-23 23:21:18.654217
244,31265,ethyl hexanoate,Ethyl hexanoate is a fatty acid ethyl ester obtained by the formal condensation of hexanoic acid with ethanol. It has a role as a metabolite. It is a fatty acid ethyl ester and a hexanoate ester.,0,,2026-03-23 23:21:19.663184,2026-04-20 23:15:21
246,517970,hexyl heptanoate,"Hexyl heptanoate is a heptanoate ester obtained by the formal condensation of the carboxy group of heptanoic acid (enanthic acid) with hexan-1-ol. It has a role as a volatile oil component, a flavouring agent and a human metabolite. It is functionally related to a hexan-1-ol.",0,,2026-03-23 23:21:33.149865,2026-04-20 23:15:22
247,82635,hexyl decanoate,Hexyl decanoate is a fatty acid ester.,0,,2026-03-23 23:21:41.894406,2026-04-20 23:15:23
250,,,,1,"HTTPSConnectionPool(host='pubchem.ncbi.nlm.nih.gov', port=443): Max retries exceeded with url: /rest/pug/compound/name/S-1-(o-chlorophenyl)-ethanol/cids/JSON (Caused by SSLError(SSLEOFError(8, '[SSL: ",2026-03-25 22:52:47.605259,
257,10922465,"2-[(1R,4R,4aS,8aR)-4,7-dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalen-1-yl]prop-2-enoic acid","(+)-artemisinic acid is a monocarboxylic acid that is prop-2-enoic acid which is substituted at position 2 by a 4,7-dimethyl-1,2,3,4,4a,5,6,8a-octahydronaphthalen-1-yl group (the 1S,4R,4aS,8aR diastereoisomer). It is a sesquiterpenoid precursor of artemisinin, obtained from sweet wormwood, Artemisia annua. It has a role as a metabolite. It is a member of octahydronaphthalenes, a monocarboxylic acid, a sesquiterpenoid and a carbobicyclic compound. It is functionally related to a (+)-artemisinic alcohol. It is a conjugate acid of a (+)-artemisinate.",0,,2026-03-23 23:21:55.686397,2026-03-23 23:22:06.925800
258,5754,"(8S,9S,10R,11S,13S,14S,17R)-11,17-dihydroxy-17-(2-hydroxyacetyl)-10,13-dimethyl-2,6,7,8,9,11,12,14,15,16-decahydro-1H-cyclopenta[a]phenanthren-3-one","Cortisol is a 17alpha-hydroxy-C21-steroid that is pregn-4-ene substituted by oxo groups at positions 3 and 20 and hydroxy groups at positions 11, 17 and 21. Cortisol is a corticosteroid hormone or glucocorticoid produced by zona fasciculata of the adrenal cortex, which is a part of the adrenal gland. It is usually referred to as the ""stress hormone"" as it is involved in response to stress and anxiety, controlled by corticotropin-releasing hormone (CRH). It increases blood pressure and blood sugar, and reduces immune responses. It has a role as an anti-inflammatory drug, an anti-asthmatic drug, an anti-allergic agent, a mouse metabolite, a human metabolite and a drug allergen. It is a 17alpha-hydroxy-C21-steroid, a primary alpha-hydroxy ketone, a tertiary alpha-hydroxy ketone, a glucocorticoid, a 21-hydroxy steroid, an 11beta-hydroxy steroid, a 20-oxo steroid and a 3-oxo-Delta(4) steroid. It derives from a hydride of a pregnane.",0,,2026-03-23 23:22:07.934751,2026-04-20 23:15:26
259,,,,1,"HTTPSConnectionPool(host='pubchem.ncbi.nlm.nih.gov', port=443): Max retries exceeded with url: /rest/pug/compound/name/d-(L-a-aminoadipyl)-L-cysteinyl-D-valine/cids/JSON (Caused by SSLError(SSLEOFErro",2026-03-25 22:52:51.637504,
262,,,,1,"HTTPSConnectionPool(host='pubchem.ncbi.nlm.nih.gov', port=443): Max retries exceeded with url: /rest/pug/compound/name/alkaloids/cids/JSON (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHIL",2026-03-25 22:52:55.668944,
263,,,,1,未找到匹配的PubChem化合物,2026-03-25 22:52:59.700964,
266,,,,1,"HTTPSConnectionPool(host='pubchem.ncbi.nlm.nih.gov', port=443): Max retries exceeded with url: /rest/pug/compound/name/2-Phenylethanol%20(2-PE)/cids/JSON (Caused by SSLError(SSLEOFError(8, '[SSL: UNEX",2026-03-25 22:53:09.595444,
268,,,,1,未找到匹配的PubChem化合物,2026-03-25 22:53:13.634538,
273,,,,1,"HTTPSConnectionPool(host='pubchem.ncbi.nlm.nih.gov', port=443): Max retries exceeded with url: /rest/pug/compound/name/fatty%20acid%20short-chain%20esters%20(FASE)/cids/JSON (Caused by SSLError(SSLEOF",2026-03-25 22:53:22.233971,
280,107689,(2S)-2-hydroxypropanoic acid,(S)-lactic acid is an optically active form of lactic acid having (S)-configuration. It has a role as an Escherichia coli metabolite and a human metabolite. It is a (2S)-2-hydroxy monocarboxylic acid and a 2-hydroxypropanoic acid. It is a conjugate acid of a (S)-lactate. It is an enantiomer of a (R)-lactic acid.,0,,2026-03-23 23:22:41.295042,2026-04-20 23:15:32
282,94164,"1,7-dimethyl-7-(4-methylpent-3-enyl)tricyclo[2.2.1.02,6]heptane",,0,,2026-03-23 23:22:56.249978,2026-03-23 23:23:04.427287
284,,,,1,"HTTPSConnectionPool(host='pubchem.ncbi.nlm.nih.gov', port=443): Max retries exceeded with url: /rest/pug/compound/name/odd%20chain-length%20fatty%20alcohols/cids/JSON (Caused by SSLError(SSLEOFError(8",2026-03-25 22:53:26.274487,
294,,,,1,"HTTPSConnectionPool(host='pubchem.ncbi.nlm.nih.gov', port=443): Max retries exceeded with url: /rest/pug/compound/name/L-phenylacetyl%20carbinol%20(L-PAC)/cids/JSON (Caused by SSLError(SSLEOFError(8, ",2026-03-25 22:53:30.285281,
296,7057976,"(3R,4S,5R)-3,4,5-trihydroxycyclohexene-1-carboxylate","Shikimate is a cyclohexenecarboxylate that is the conjugate base of shikimic acid. It has a role as a Saccharomyces cerevisiae metabolite, a plant metabolite and an Escherichia coli metabolite. It is a hydroxy monocarboxylic acid anion and a cyclohexenecarboxylate. It is a conjugate base of a shikimic acid.",0,,2026-03-23 23:23:10.501394,2026-03-23 23:23:19.232583
301,,,,1,未找到匹配的PubChem化合物,2026-03-25 22:53:34.316512,
303,,,,1,未找到匹配的PubChem化合物,2026-03-24 23:44:35.550598,
309,72326,"(1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-3a-(hydroxymethyl)-1-isopropenyl-5a,5b,8,8,11a-pentamethyl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysen-9-ol","Betulin is a pentacyclic triterpenoid that is lupane having a double bond at position 20(29) as well as 3beta-hydroxy and 28-hydroxymethyl substituents. It has a role as an antiviral agent, a metabolite, an analgesic, an antineoplastic agent and an anti-inflammatory agent. It is a diol and a pentacyclic triterpenoid. It derives from a hydride of a lupane.",0,,2026-03-23 23:23:49.384286,2026-03-23 23:23:57.896366
310,99615,"(1R,3aS,5aR,5bR,7aR,9S,11aR,11bR,13aR,13bR)-9-hydroxy-1-isopropenyl-5a,5b,8,8,11a-pentamethyl-1,2,3,4,5,6,7,7a,9,10,11,11b,12,13,13a,13b-hexadecahydrocyclopenta[a]chrysene-3a-carbaldehyde","Lup-20(29)-en-28-al, 3beta-hydroxy- is a triterpenoid.",0,,2026-03-23 23:23:58.906703,2026-03-23 23:24:06.605198
317,,,,1,未找到匹配的PubChem化合物,2026-03-24 23:44:37.381948,
321,8723,2-methylbutan-1-ol,2-methylbutan-1-ol is a primary alcohol that is isopentane substituted by a hydroxy group at position 1. It has a role as a Saccharomyces cerevisiae metabolite. It is a primary alcohol and an alkyl alcohol. It derives from a hydride of an isopentane.,0,,2026-03-23 23:24:10.093358,2026-04-20 23:15:44
323,489944,"(4aS,6aR,6aR,6bR,8aR,10S,12aR,14aS)-10-hydroxy-2,2,6a,6b,9,9,12a-heptamethyl-3,4,5,6,6a,7,8,8a,10,11,12,13,14,14a-tetradecahydropicene-4a-carboxylic acid",,0,,2026-03-23 23:24:46.680072,2026-03-23 23:24:54.074212
324,10393,4-(2-hydroxyethyl)phenol,"2-(4-hydroxyphenyl)ethanol is a phenol substituted at position 4 by a 2-hydroxyethyl group. It has a role as a geroprotector, an antioxidant, a cardiovascular drug, an anti-arrhythmia drug, a protective agent, a plant metabolite and a fungal metabolite. It is functionally related to a 2-phenylethanol.",0,,2026-03-23 23:24:55.082497,2026-03-23 23:25:06.449318
325,159278,"(2R,3S,4S,5R,6R)-2-(hydroxymethyl)-6-[2-(4-hydroxyphenyl)ethoxy]tetrahydropyran-3,4,5-triol",Salidroside is a glycoside.,0,,2026-03-23 23:25:07.458316,2026-03-23 23:25:20.034876
328,,,,1,未找到匹配的PubChem化合物,2026-03-23 23:25:21.043415,
329,5460056,"(2R,3S,4R)-2,3,4,5-tetrahydroxypentanoate",D-xylonate is a xylonate. It is a conjugate base of a D-xylonic acid. It is an enantiomer of a L-xylonate.,0,,2026-03-23 23:25:23.583777,2026-03-23 23:25:30.461621
332,,,,1,未找到匹配的PubChem化合物,2026-03-23 23:25:31.469838,
333,,,,1,未找到匹配的PubChem化合物,2026-03-23 23:25:33.842003,
334,,,,1,未找到匹配的PubChem化合物,2026-03-23 23:25:36.195173,
335,,,,1,未找到匹配的PubChem化合物,2026-03-23 23:25:38.610070,
336,,,,1,未找到匹配的PubChem化合物,2026-03-23 23:25:40.994004,
338,,,,1,未找到匹配的PubChem化合物,2026-03-23 23:25:43.899924,
342,445154,"5-[(E)-2-(4-hydroxyphenyl)ethenyl]benzene-1,3-diol",,0,未找到匹配的PubChem化合物,2026-03-25 00:08:54.200999,2026-04-20 23:15:56
343,444679,"(3S,9S,10R,13R,14R,17R)-17-[(E,2R,5R)-5,6-dimethylhept-3-en-2-yl]-10,13-dimethyl-2,3,4,9,11,12,14,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",,0,未找到匹配的PubChem化合物,2026-03-25 00:09:15.236531,2026-04-20 23:15:59
344,,,,1,未找到匹配的PubChem化合物,2026-03-25 00:09:34.090705,
346,,,,1,未找到匹配的PubChem化合物,2026-03-25 00:09:53.816917,
350,7762,ethyl butanoate,Ethyl butyrate is a butyrate ester resulting from the formal condensation of the hydroxy group of ethanol with the carboxy group of butyric acid. It has a role as a plant metabolite. It is functionally related to an ethanol.,0,,2026-03-25 00:12:09.816416,2026-04-20 23:16:01
351,7799,ethyl octanoate,Ethyl octanoate is a fatty acid ethyl ester resulting from the formal condensation of octanoic acid with ethanol. It has a role as a metabolite. It is a fatty acid ethyl ester and an octanoate ester.,0,,2026-03-25 00:12:32.242887,2026-04-20 23:16:02
352,31276,3-methylbutyl acetate,Isoamyl acetate is the acetate ester of isoamylol. It has a role as a metabolite and a Saccharomyces cerevisiae metabolite. It is functionally related to an isoamylol.,0,,2026-03-25 00:12:56.676436,2026-04-20 23:16:05
353,7654,2-phenylethyl acetate,Phenethyl acetate is the acetate ester of 2-phenylethanol. It has a role as a metabolite and a Saccharomyces cerevisiae metabolite. It is functionally related to a 2-phenylethanol.,0,,2026-03-25 00:13:05.334728,2026-04-20 23:16:06
354,6560,2-methylpropan-1-ol,Isobutanol is an alkyl alcohol that is propan-1-ol substituted by a methyl group at position 2. It has a role as a Saccharomyces cerevisiae metabolite. It is a primary alcohol and an alkyl alcohol. It derives from a hydride of an isobutane.,0,,2026-03-25 00:13:25.128651,2026-04-20 23:16:07
361,8892,hexanoic acid,"Hexanoic acid is a C6, straight-chain saturated fatty acid. It has a role as a plant metabolite and a human metabolite. It is a straight-chain saturated fatty acid and a medium-chain fatty acid. It is a conjugate acid of a hexanoate.",0,,2026-03-25 00:13:45.552497,2026-04-20 23:16:11
